title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
"Income inequality, regime repressiveness, and political violence",https://www.jstor.org/stable/2095339,Cited by 685,"https://scholar.google.com/scholar?q=related:YW-vtSQLgFcJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",27,All 3 versions,"EN Muller - American sociological review, 1985 - JSTOR","Death rate from political violence is postulated to vary cross-nationally as a positively accelerated time-lagged function of income inequality and as a nonmonotonic inverted"" U"" function of regime repressiveness. The former hypothesis is consistent with approaches to …"
Empirics of world income inequality,https://www.journals.uchicago.edu/doi/abs/10.1086/210218,Cited by 492,"https://scholar.google.com/scholar?q=related:yO-uzqEzKZgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",28,All 7 versions,"G Firebaugh - American Journal of Sociology, 1999 - journals.uchicago.edu",This article employs a common general formula for inequality indexes to answer several basic questions about intercountry income inequality in recent decades: Has inequality across nations increased or declined (and why have earlier studies yielded mixed results) …
The new geography of global income inequality,https://books.google.com/books?hl=en&lr=&id=G_2yJaiK5cgC&oi=fnd&pg=PR11&dq=income+inequality&ots=8uIfhkFxJN&sig=wkgwfBf6Q22pdI9V1yab8fNXJqY,Cited by 608,"https://scholar.google.com/scholar?q=related:Sf4iwFcHO9sJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",29,All 5 versions,G Firebaugh - 2009 - books.google.com,"The surprising finding of this book is that, contrary to conventional wisdom, global income inequality is decreasing. Critics of globalization and others maintain that the spread of consumer capitalism is dramatically polarizing the worldwide distribution of income. But as …"
"Income inequality, primary care, and health indicators",https://mdedge-files-live.s3.us-east-2.amazonaws.com/files/s3fs-public/jfp-archived-issues/1999-volume_48/JFP_1999-01_vX_iX_income-inequality-primary-care-and-hea.pdf,Cited by 423,"https://scholar.google.com/scholar?q=related:TnglIaJMQqkJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",30,All 11 versions,"L Shi, B Starfield, B Kennedy… - J Fam …, 1999 - mdedge-files-live.s3.us-east-2 …",BACKGROUND. The significant association of income inequality with a variety of health indicators is receiving increasing attention. There has also been increasing evidence of a link between primary care and improved health status. We examined the joint relationship …
Trends in income inequality and its impact on economic growth,https://www.oecd-ilibrary.org/content/paper/5jxrjncwxv6j-en?crawler=true,Cited by 968,"https://scholar.google.com/scholar?q=related:N-o14rnXSpcJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",31,All 24 versions,F Cingano - 2014 - oecd-ilibrary.org,"In most OECD countries, the gap between rich and poor is at its highest level since 30 years. Today, the richest 10 per cent of the population in the OECD area earn 9.5 times the income of the poorest 10 per cent; in the 1980s this ratio stood at 7: 1 and has been rising …"
Measuring income inequality: a new data-base,https://ideas.repec.org/p/fth/harvid/537.html,Cited by 595,"https://scholar.google.com/scholar?q=related:A431D8V7lWgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",32,All 3 versions,"K Deininger, L Squire - 1996 - ideas.repec.org","The purpose of this paper is to present a new data set on inequality in the distribution of 
income, to discuss the procedures followed in putting it together, and to highlight some issues 
that might affect international comparability of such data … To our knowledge, this item is not …"
Inequality in income and mortality in the United States: analysis of mortality and potential pathways,https://www.bmj.com/content/312/7037/999.full-text,Cited by 1719,"https://scholar.google.com/scholar?q=related:UgGVfO2D57AJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",33,All 23 versions,"GA Kaplan, ER Pamuk, JW Lynch, RD Cohen… - Bmj, 1996 - bmj.com","Objective: To examine the relation between health outcomes and the equality with which income is distributed in the United States. Design: The degree of income inequality, defined as the percentage of total household income received by the less well off 50% of …"
Income inequality and population health: a review and explanation of the evidence,https://www.sciencedirect.com/science/article/pii/S0277953605004375,Cited by 1887,"https://scholar.google.com/scholar?q=related:qfvV4oeWZGYJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",34,All 12 versions,"RG Wilkinson, KE Pickett - Social science & medicine, 2006 - Elsevier",Whether or not the scale of a society's income inequality is a determinant of population health is still regarded as a controversial issue. We decided to review the evidence and see if we could find a consistent interpretation of both the positive and negative findings. We …
"The disturbing"" rise"" of global income inequality",https://www.nber.org/papers/w8904,Cited by 686,"https://scholar.google.com/scholar?q=related:pVBK6eO17xMJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",35,All 18 versions,X Sala-i-Martin - 2002 - nber.org,We use aggregate GDP data and within-country income shares for the period 1970-1998 to assign a level of income to each person in the world. We then estimate the gaussian kernel density function for the worldwide distribution of income. We compute world poverty rates by …
Empirical evidence on income inequality in industrialized countries,https://www.sciencedirect.com/science/article/pii/S1574005600800081,Cited by 524,"https://scholar.google.com/scholar?q=related:E7lyumbgK7IJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",36,All 8 versions,"P Gottschalk, TM Smeeding - Handbook of income distribution, 2000 - Elsevier",This chapter reviews the evidence on cross-national comparisons of annual disposable income inequality in over 20 wealthy nations. We begin by reviewing a number of conceptual and measurement issues which must be addressed by any cross-national …
Income inequality and mortality in metropolitan areas of the United States.,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.88.7.1074,Cited by 745,"https://scholar.google.com/scholar?q=related:_PHEA_hWsegJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",37,All 18 versions,"JW Lynch, GA Kaplan, ER Pamuk… - … journal of public …, 1998 - ajph.aphapublications.org",OBJECTIVES: This study examined associations between income inequality and mortality in 282 US metropolitan areas. METHODS: Income inequality measures were calculated from the 1990 US Census. Mortality was calculated from National Center for Health Statistics data …
Causes and consequences of income inequality: A global perspective,https://books.google.com/books?hl=en&lr=&id=S4LzCQAAQBAJ&oi=fnd&pg=PP1&dq=income+inequality&ots=TecFLOxqUh&sig=B65-ixIrlhziJmq16gmptyD2wXE,Cited by 951,"https://scholar.google.com/scholar?q=related:wmdP5zALa8oJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",38,All 32 versions,"ME Dabla-Norris, MK Kochhar, MN Suphaphiphat… - 2015 - books.google.com","This paper analyzes the extent of income inequality from a global perspective, its drivers, and what to do about it. The drivers of inequality vary widely amongst countries, with some common drivers being the skill premium associated with technical change and globalization …"
Regional income inequality and economic growth in China,https://www.sciencedirect.com/science/article/pii/S0147596796900153,Cited by 851,"https://scholar.google.com/scholar?q=related:B4-viGebz8cJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",39,All 10 versions,"J Chen, BM Fleisher - Journal of comparative economics, 1996 - Elsevier","Using an augmented Solow growth model with cross section and panel data, we find evidence of conditional convergence of per capita production across China's provinces from 1978 to 1993. Convergence is conditional on physical investment share, employment …"
"Social capital, income inequality, and firearm violent crime",https://www.sciencedirect.com/science/article/pii/S0277953698000975,Cited by 735,"https://scholar.google.com/scholar?q=related:xqPqk9CfXFwJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",40,All 14 versions,"BP Kennedy, I Kawachi, D Prothrow-Stith… - Social science & …, 1998 - Elsevier","Studies have shown that poverty and income are powerful predictors of homicide and violent crime. We hypothesized that the effect of the growing gap between the rich and poor is mediated through an undermining of social cohesion, or social capital, and that decreased …"
Internet control message protocol,http://www.hjp.at/doc/rfc/rfc792.html,Cited by 1936,"https://scholar.google.com/scholar?q=related:876YUMYbiTUJ:scholar.google.com/&scioq=internet&hl=en&as_sdt=0,5",31,All 5 versions,J Postel - 1981 - hjp.at,"Rfc, 0792. Title, Internet Control Message Protocol. Author, J. Postel. Date, September 1981.
Format: TXT=30404, HTML=0 bytes. Obsoletes, RFC0777 … Also, STD0005. Status: INTERNET
STANDARD. Network Working Group J. Postel Request for Comments: 792 ISI September 1981 …"
An alternative internet,http://rccs.usfca.edu/bookinfo.asp%3FAuthorID=117&BookID=357.html,Cited by 605,"https://scholar.google.com/scholar?q=related:2indVd__vu8J:scholar.google.com/&scioq=internet&hl=en&as_sdt=0,5",32,All 3 versions,C Atton - 2004 - rccs.usfca.edu,"I am grateful to Paul Booth for his review of my book, An Alternative Internet. He raises a number of very pertinent issues that are of value not only to my own work but also to internet research as a whole. He is correct in identifying the scope of my book as perhaps over …"
The Internet as mass medium,https://academic.oup.com/jcmc/article-abstract/1/4/JCMC141/4584353,Cited by 1789,"https://scholar.google.com/scholar?q=related:wEwjil5fIUQJ:scholar.google.com/&scioq=internet&hl=en&as_sdt=0,5",33,All 14 versions,"M Morris, C Ogan - Journal of Computer-Mediated …, 1996 - academic.oup.com","The Internet has become impossible to ignore in the past two years. Even people who do not own a computer and have no opportunity to “surf the net” could not have missed the news stories about the Internet, many of which speculate about its effects on the ever-increasing …"
Social implications of the Internet,https://www.annualreviews.org/doi/full/10.1146/annurev.soc.27.1.307,Cited by 2837,"https://scholar.google.com/scholar?q=related:d-ee4Vu-z9MJ:scholar.google.com/&scioq=internet&hl=en&as_sdt=0,5",34,All 33 versions,"P DiMaggio, E Hargittai, WR Neuman… - Annual review of …, 2001 - annualreviews.org","The Internet is a critically important research site for sociologists testing theories of technology diffusion and media effects, particularly because it is a medium uniquely capable of integrating modes of communication and forms of content. Current research tends to focus …"
Essentials of Glycobiology [internet],https://pubmed.ncbi.nlm.nih.gov/27010055/,Cited by 4476,"https://scholar.google.com/scholar?q=related:k4Qdm_8i3_EJ:scholar.google.com/&scioq=internet&hl=en&as_sdt=0,5",35,All 5 versions,"A Varki, RD Cummings, JD Esko, P Stanley, GW Hart… - 2015 - pubmed.ncbi.nlm.nih.gov","Defined in the broadest sense, Glycobiology is the study of the structure, biosynthesis, biology, and evolution of saccharides (sugar chains or glycans) that are widely distributed in nature in all living life forms. Glycobiology is now one of the more rapidly growing fields in …"
